Id,SalePrice
1461,125234.8084672074
1462,186321.36046891264
1463,194137.2012627011
1464,209997.6325885892
1465,196809.0077760567
1466,191995.59478205914
1467,185634.53403899743
1468,179706.08860267754
1469,195382.0283370576
1470,105323.5714287214
1471,206681.8408198835
1472,130768.44853362453
1473,115777.23061764803
1474,161308.43082974083
1475,111861.37782557218
1476,330037.4500501602
1477,246996.34836089777
1478,289669.3910393132
1479,279741.4952424063
1480,433251.0259881449
1481,296837.4153995914
1482,224662.60925190963
1483,185104.93368701776
1484,181427.43706949698
1485,189759.89497880972
1486,212913.8814432348
1487,298312.5133930986
1488,255475.47451684324
1489,183070.00494630946
1490,232699.1607111754
1491,222053.85803637933
1492,90778.17152330297
1493,224899.92457180592
1494,309394.56611539854
1495,272861.86421676766
1496,228684.40452480753
1497,180437.83622415
1498,169153.22070695605
1499,163508.42076991018
1500,160183.9381120709
1501,217269.6869566714
1502,149301.34251923522
1503,271499.8514401365
1504,241467.24827652032
1505,215914.8601973636
1506,201485.00788416062
1507,262814.04839180474
1508,230039.4524871591
1509,157405.20033497358
1510,148243.89150983476
1511,139358.78892118105
1512,186493.28777467343
1513,173593.0623771733
1514,134332.40423615684
1515,239419.0254878348
1516,180868.9653198635
1517,187661.65434937584
1518,108969.14764600909
1519,247282.23058166157
1520,124716.25817659294
1521,132313.8506236512
1522,193246.19685645163
1523,89086.64228634391
1524,107344.6662640682
1525,100887.31710069194
1526,108404.582978893
1527,89589.61384147871
1528,145111.18247487795
1529,134363.91862227028
1530,228064.92252884386
1531,161364.36670647742
1532,90726.6330582628
1533,146569.17756315324
1534,133130.96113340784
1535,182086.4735495269
1536,106176.4655552298
1537,50697.04693427877
1538,197192.5610939964
1539,224420.53156244085
1540,113235.29279124542
1541,169018.10105060827
1542,159837.7053759977
1543,217378.1720803785
1544,59890.35380088449
1545,117861.81471198329
1546,128666.27552817951
1547,155016.1715447113
1548,135896.5045291084
1549,122662.01383670181
1550,130094.79896866917
1551,125338.12282531396
1552,144097.9212525847
1553,164545.44347313253
1554,123974.42413607858
1555,194588.53511045923
1556,85372.11625419422
1557,102946.34376299934
1558,85772.87992627508
1559,72717.69719309676
1560,126438.34659263305
1561,101100.03625844086
1562,115400.32806465734
1563,103553.49203084757
1564,158056.03418657795
1565,151902.49076911248
1566,252709.8298853904
1567,57905.26124546367
1568,242186.30655119548
1569,141115.95993384477
1570,134935.51693011163
1571,140340.35558328647
1572,136415.89034605311
1573,264279.98535282817
1574,122700.11025780955
1575,249292.69026545493
1576,261866.07618484733
1577,198870.3799935981
1578,156089.55391995146
1579,134322.49360470357
1580,220824.78313623153
1581,149109.24650610803
1582,103736.0361761874
1583,313385.8839966737
1584,236794.4489369459
1585,153604.95059635738
1586,53843.85195320484
1587,85228.1760226475
1588,139646.44421632672
1589,103753.48536036554
1590,124406.03686839173
1591,59528.97284392975
1592,139630.32116947547
1593,113875.06758795594
1594,101132.90985915385
1595,113088.50052602585
1596,234955.70183881014
1597,186231.6050593728
1598,202970.50849581463
1599,188670.43063201528
1600,186517.71586852302
1601,39753.94880495369
1602,128603.4950012278
1603,57196.5898058467
1604,253398.26243663416
1605,261202.43561349454
1606,179785.3818040398
1607,165241.61790635693
1608,207094.7004274929
1609,196642.75775000994
1610,158075.0899792692
1611,158955.93842759455
1612,175193.12499718723
1613,179524.3935357663
1614,123171.04494705565
1615,73539.72687225488
1616,54553.15765728177
1617,78701.70581938846
1618,111737.6474992873
1619,144629.84677134018
1620,181611.27640029817
1621,145318.21620724234
1622,131745.46616052874
1623,259069.34805303917
1624,230580.3601662557
1625,123188.68089093297
1626,192168.44098345542
1627,208266.4677162785
1628,291758.4265810993
1629,195873.46462094522
1630,344079.99267073034
1631,207517.77727142017
1632,234303.50874522538
1633,186249.5191749143
1634,194703.3914613124
1635,186690.38782913834
1636,158255.5523695565
1637,208517.35810993492
1638,231652.42789017918
1639,208650.4995139106
1640,283579.199493065
1641,209173.9033493716
1642,224707.14229027266
1643,235295.93983775785
1644,238811.9208986489
1645,233325.31814504878
1646,172098.07071815792
1647,168559.2293488229
1648,139859.20529103934
1649,128248.49076885964
1650,96741.66038138118
1651,110535.38117463903
1652,125786.09406999347
1653,127865.9084842492
1654,165352.47100432037
1655,156742.0771960987
1656,156364.48704818613
1657,167049.25900513114
1658,156813.0336831127
1659,130368.70156889959
1660,156576.74143629897
1661,398176.24623592396
1662,336648.493810609
1663,326509.9962258979
1664,426028.29480710404
1665,282947.0254623556
1666,302644.2288399617
1667,327779.7029698889
1668,301205.0783434771
1669,278932.3894676326
1670,303529.39336112386
1671,281230.4746422492
1672,396358.10627365846
1673,299741.3720386696
1674,252711.29584049212
1675,214233.69921336498
1676,212612.12551915436
1677,227778.04940341343
1678,427410.7652758319
1679,337379.7368645721
1680,293154.9795629321
1681,258386.82064724466
1682,294590.13739300077
1683,204270.39591654253
1684,206840.97800421217
1685,185260.13912438857
1686,179045.5436676376
1687,174897.23103692362
1688,214582.94366320106
1689,210284.1618216243
1690,213498.26409366744
1691,194713.63573860144
1692,257624.60589614668
1693,182822.64569111183
1694,193443.85790062931
1695,180363.9917544576
1696,280047.7274560593
1697,182979.08553469865
1698,333623.841459458
1699,321990.8649628743
1700,255517.0410945205
1701,288880.5030837098
1702,256559.41074536066
1703,257766.5839320186
1704,279833.2051883065
1705,236269.4440734341
